padre1,padre2,category,count1,count2,percentage1,percentage2,chi2,p_value,significance
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,cogmech,31537,70099,33.99,28.48,315.56,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,insight,5360,9307,5.78,3.78,457.00,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,cause,3582,8858,3.86,3.60,0.20,0.65,no
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,certain,1346,2010,1.45,0.82,217.66,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,verb,12261,28962,13.21,11.77,26.65,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,ingest,4453,10610,4.80,4.31,6.73,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,time,5444,12587,5.87,5.11,22.35,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,achieve,1615,4605,1.74,1.87,21.45,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,preps,13115,32846,14.13,13.34,0.14,0.71,no
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,incl,11461,31257,12.35,12.70,68.77,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,space,9574,29872,10.32,12.14,375.48,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,auxverb,6185,15155,6.67,6.16,1.46,0.23,no
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,present,8806,20385,9.49,8.28,35.33,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,motion,4604,15410,4.96,6.26,313.09,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,adverb,3411,6310,3.68,2.56,201.14,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,quant,3890,6504,4.19,2.64,398.44,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,discrep,5442,12354,5.87,5.02,34.20,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,excl,6780,12175,7.31,4.95,482.37,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,tentat,8223,14324,8.86,5.82,693.75,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,money,1524,3376,1.64,1.37,14.92,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,pronoun,17691,45582,19.07,18.52,13.88,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,ppron,11185,33570,12.05,13.64,297.61,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,you,8290,24904,8.93,10.12,220.79,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,shehe,7376,18988,7.95,7.71,5.31,0.02,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,ipron,12828,28913,13.83,11.75,94.91,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,article,8052,21041,8.68,8.55,12.76,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,social,18939,51271,20.41,20.83,97.51,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,nonfl,2820,8272,3.04,3.36,55.70,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,we,476,1803,0.51,0.73,66.72,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,conj,8772,17234,9.45,7.00,340.40,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,swear,4677,12929,5.04,5.25,36.64,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,bio,4254,15344,4.58,6.23,464.70,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,inhib,2845,7091,3.07,2.88,0.00,0.96,no
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,i,1206,4721,1.30,1.92,199.13,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,body,2221,6376,2.39,2.59,32.70,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,negemo,2385,5562,2.57,2.26,7.66,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,sexual,959,3280,1.03,1.33,74.69,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,percept,3341,10032,3.60,4.08,87.14,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,hear,1277,3111,1.38,1.26,0.52,0.47,no
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,work,2319,4077,2.50,1.66,183.91,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,relig,2631,6753,2.84,2.74,1.53,0.22,no
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,they,2015,5302,2.17,2.15,4.15,0.04,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,see,770,2220,0.83,0.90,12.00,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,negate,1587,2385,1.71,0.97,250.94,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,filler,164,102,0.18,0.04,142.21,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,sad,740,2267,0.80,0.92,23.65,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,number,1310,2404,1.41,0.98,80.87,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,future,568,971,0.61,0.39,51.90,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,friend,419,1933,0.45,0.79,134.50,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,feel,1066,3710,1.15,1.51,92.93,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,health,496,3083,0.53,1.25,382.48,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,anger,962,2183,1.04,0.89,6.03,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,leisure,642,2948,0.69,1.20,202.90,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,home,165,1310,0.18,0.53,219.54,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,death,166,587,0.18,0.24,15.91,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,assent,361,498,0.39,0.20,75.71,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,anx,357,682,0.38,0.28,16.82,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_Patrick_Fernandes,family,253,1799,0.27,0.73,266.79,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,funct,45119,4486,48.63,41.06,6.76,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,relativ,18616,2082,20.06,19.06,47.99,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,affect,8231,794,8.87,7.27,0.05,0.83,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,posemo,5264,602,5.67,5.51,17.43,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,past,2134,346,2.30,3.17,85.19,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,humans,3898,338,4.20,3.09,3.06,0.08,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,cogmech,31537,2999,33.99,27.45,0.12,0.73,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,insight,5360,437,5.78,4.00,10.56,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,cause,3582,265,3.86,2.43,16.61,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,certain,1346,66,1.45,0.60,29.31,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,verb,12261,974,13.21,8.92,32.47,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,ingest,4453,432,4.80,3.95,0.07,0.79,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,time,5444,539,5.87,4.93,0.57,0.45,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,achieve,1615,123,1.74,1.13,6.02,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,preps,13115,1751,14.13,16.03,179.39,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,incl,11461,1421,12.35,13.01,88.01,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,space,9574,1243,10.32,11.38,105.94,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,auxverb,6185,448,6.67,4.10,33.18,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,present,8806,730,9.49,6.68,14.28,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,motion,4604,497,4.96,4.55,6.59,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,adverb,3411,256,3.68,2.34,14.27,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,quant,3890,231,4.19,2.11,51.14,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,discrep,5442,619,5.87,5.67,16.87,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,excl,6780,454,7.31,4.16,55.86,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,tentat,8223,582,8.86,5.33,50.98,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,money,1524,111,1.64,1.02,7.80,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,pronoun,17691,1578,19.07,14.44,7.55,0.01,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,ppron,11185,1033,12.05,9.46,1.24,0.27,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,you,8290,770,8.93,7.05,0.65,0.42,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,shehe,7376,600,7.95,5.49,15.00,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,ipron,12828,1096,13.83,10.03,13.49,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,article,8052,760,8.68,6.96,0.14,0.71,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,social,18939,1807,20.41,16.54,0.02,0.90,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,nonfl,2820,269,3.04,2.46,0.00,0.96,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,we,476,97,0.51,0.89,48.33,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,conj,8772,865,9.45,7.92,0.72,0.40,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,swear,4677,519,5.04,4.75,10.38,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,bio,4254,345,4.58,3.16,8.87,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,inhib,2845,170,3.07,1.56,36.53,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,i,1206,101,1.30,0.92,1.67,0.20,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,body,2221,118,2.39,1.08,40.18,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,negemo,2385,170,2.57,1.56,13.97,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,sexual,959,81,1.03,0.74,1.17,0.28,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,percept,3341,232,3.60,2.12,22.72,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,hear,1277,76,1.38,0.70,16.55,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,work,2319,151,2.50,1.38,21.42,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,relig,2631,417,2.84,3.82,94.26,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,they,2015,184,2.17,1.68,0.37,0.54,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,see,770,61,0.83,0.56,2.03,0.15,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,negate,1587,57,1.71,0.52,57.46,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,filler,164,1,0.18,0.01,13.68,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,sad,740,34,0.80,0.31,18.34,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,number,1310,106,1.41,0.97,2.78,0.10,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,future,568,13,0.61,0.12,30.81,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,friend,419,31,0.45,0.28,1.93,0.17,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,feel,1066,66,1.15,0.60,12.01,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,health,496,59,0.53,0.54,2.51,0.11,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,anger,962,87,1.04,0.80,0.26,0.61,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,leisure,642,103,0.69,0.94,24.27,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,home,165,20,0.18,0.18,1.00,0.32,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,death,166,29,0.18,0.27,9.22,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,assent,361,14,0.39,0.13,11.78,0.00,yes
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,anx,357,30,0.38,0.27,0.47,0.49,no
results_m_transc_Bernardo_P_Küster,results_m_transc_pe.paulo,family,253,288,0.27,2.64,1345.70,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,relativ,49128,2082,19.96,19.06,20.98,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,space,29872,1243,12.14,11.38,8.17,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,funct,106807,4486,43.39,41.06,40.11,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,preps,32846,1751,13.34,16.03,188.52,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,cogmech,70099,2999,28.48,27.45,37.12,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,incl,31257,1421,12.70,13.01,40.71,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,affect,19668,794,7.99,7.27,2.04,0.15,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,posemo,13846,602,5.62,5.51,9.20,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,auxverb,15155,448,6.16,4.10,30.20,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,present,20385,730,8.28,6.68,3.41,0.06,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,verb,28962,974,11.77,8.92,16.87,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,relig,6753,417,2.74,3.82,91.40,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,negate,2385,57,0.97,0.52,12.73,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,excl,12175,454,4.95,4.16,0.36,0.55,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,adverb,6310,256,2.56,2.34,0.78,0.38,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,tentat,14324,582,5.82,5.33,1.88,0.17,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,conj,17234,865,7.00,7.92,61.05,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,swear,12929,519,5.25,4.75,1.04,0.31,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,humans,12006,338,4.88,3.09,32.13,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,cause,8858,265,3.60,2.43,16.14,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,bio,15344,345,6.23,3.16,100.24,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,sexual,3280,81,1.33,0.74,15.64,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,ingest,10610,432,4.31,3.95,1.49,0.22,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,pronoun,45582,1578,18.52,14.44,16.91,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,ppron,33570,1033,13.64,9.46,50.72,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,shehe,18988,600,7.71,5.49,22.39,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,ipron,28913,1096,11.75,10.03,0.15,0.69,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,social,51271,1807,20.83,16.54,13.27,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,discrep,12354,619,5.02,5.67,42.89,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,insight,9307,437,3.78,4.00,17.29,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,percept,10032,232,4.08,2.12,59.96,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,see,2220,61,0.90,0.56,6.69,0.01,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,hear,3111,76,1.26,0.70,15.41,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,feel,3710,66,1.51,0.60,40.37,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,time,12587,539,5.11,4.93,6.35,0.01,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,leisure,2948,103,1.20,0.94,0.87,0.35,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,i,4721,101,1.92,0.92,34.86,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,you,24904,770,10.12,7.05,35.83,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,article,21041,760,8.55,6.96,2.72,0.10,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,nonfl,8272,269,3.36,2.46,7.19,0.01,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,certain,2010,66,0.82,0.60,1.55,0.21,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,they,5302,184,2.15,1.68,1.80,0.18,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,health,3083,59,1.25,0.54,29.24,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,negemo,5562,170,2.26,1.56,8.60,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,sad,2267,34,0.92,0.31,31.85,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,work,4077,151,1.66,1.38,0.18,0.67,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,achieve,4605,123,1.87,1.13,15.95,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,assent,498,14,0.20,0.13,1.33,0.25,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,motion,15410,497,6.26,4.55,14.76,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,body,6376,118,2.59,1.08,64.76,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,filler,102,1,0.04,0.01,2.15,0.14,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,inhib,7091,170,2.88,1.56,37.65,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,quant,6504,231,2.64,2.11,1.33,0.25,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,number,2404,106,0.98,0.97,1.98,0.16,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,we,1803,97,0.73,0.89,10.65,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,money,3376,111,1.37,1.02,2.57,0.11,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,family,1799,288,0.73,2.64,600.35,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,future,971,13,0.39,0.12,15.59,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,friend,1933,31,0.79,0.28,24.76,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,home,1310,20,0.53,0.18,17.96,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,past,5600,346,2.27,3.17,75.93,0.00,yes
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,death,587,29,0.24,0.27,1.78,0.18,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,anger,2183,87,0.89,0.80,0.12,0.73,no
results_m_transc_Patrick_Fernandes,results_m_transc_pe.paulo,anx,682,30,0.28,0.27,0.54,0.46,no
